city,pass_id,variant,n_cells,n_blocks,contributing_blocks,within_block_Sxx,within_block_variance,residualized_canopy_Sxx,maximum_block_information_share,top_five_block_information_share,effective_information_blocks,maximum_raw_block_information_share,design_rank,residual_degrees_of_freedom,removed_context_terms,bootstrap_requested,bootstrap_estimable,bootstrap_failed,resampling_groups,seed,maximum_slope_design_leverage,LST_K_SE_per_10pp,LST_K_bootstrap_width_95_per_10pp,LST_K_cluster_sandwich_SE_per_10pp,M_W_m2_SE_per_10pp,M_W_m2_bootstrap_width_95_per_10pp,M_W_m2_cluster_sandwich_SE_per_10pp,source_run_id
phoenix,phoenix:29545,registration_fixed_support_dx0_dy0,321451,2264,2243,211.50035302583245,0.0006579551876517182,185.8906166199073,0.0026548823296220977,0.010579778023791286,1391.599602207093,0.0024919614551660255,7,319180,[],1000,1000,0,2264,20260921,0.13920569717977008,0.024562863953265446,0.09630338525189308,0.023719465754742274,0.1680837526708497,0.6629318429105489,0.16358702099256425,pooled_extension_20260921_phoenix
phoenix,phoenix:29545,registration_dx-1_dy0,341219,2275,2252,240.43918339396404,0.0007046476995535537,210.7012513377951,0.002472981806493887,0.010742977552230991,1391.4910947722813,0.0024080649233135074,7,338937,[],1000,1000,0,2275,20260921,0.17532129677028907,0.023009749398450473,0.08762103312472935,0.02323028856605938,0.15819289382800908,0.5881867595493402,0.15966092482449212,pooled_extension_20260921_phoenix
phoenix,phoenix:29545,registration_fixed_support_dx-1_dy0,321451,2264,2242,216.28865386560432,0.0006728510841951163,189.59361295277495,0.0025248260795582675,0.010613555352486276,1400.266732233117,0.002484900389310936,7,319180,[],1000,1000,0,2264,20260921,0.1778944873772913,0.024373355415330637,0.09581441068131735,0.023733329202028346,0.1678615400645042,0.6621960565808136,0.16250386604957667,pooled_extension_20260921_phoenix
phoenix,phoenix:29545,registration_dx1_dy0,341247,2280,2253,238.12000716855505,0.0006977937012444213,209.2851374516811,0.002375482714446442,0.010114248963563126,1396.9236064872448,0.0023438257670233896,7,338960,[],1000,1000,0,2280,20260921,0.12804027402173526,0.02159585950010155,0.08159264285781809,0.022604730563603084,0.15215245875285485,0.5875054794112362,0.1556631684876965,pooled_extension_20260921_phoenix
phoenix,phoenix:29545,registration_fixed_support_dx1_dy0,321451,2264,2243,214.56262737134563,0.0006674815986615243,188.62567949986487,0.0025368168646561504,0.010038227461395384,1399.2669358280336,0.0024034588070828027,7,319180,[],1000,1000,0,2264,20260921,0.13000147716051236,0.02360195236257997,0.09379874925733611,0.023021034003148654,0.16036863606331334,0.6112780319318016,0.15877103570043966,pooled_extension_20260921_phoenix
phoenix,phoenix:29545,registration_dx0_dy-1,341230,2276,2255,239.379339211516,0.0007015190317718723,209.8979826031387,0.0022637640675052585,0.010195836928186694,1399.4544944968975,0.0022491468829211442,7,338947,[],1000,1000,0,2276,20260921,0.11025061469604021,0.022867597109151774,0.09130865833551327,0.022895855421641863,0.1572501637548991,0.6173971812316221,0.1582795818104078,pooled_extension_20260921_phoenix
phoenix,phoenix:29545,registration_fixed_support_dx0_dy-1,321451,2264,2243,214.92141133244442,0.000668597737547696,188.80043442091338,0.00228877871679082,0.010125001580701315,1404.5781040177415,0.0022551398048421003,7,319180,[],1000,1000,0,2264,20260921,0.11377414775941404,0.02411666796498977,0.09539505122152303,0.02339071729940555,0.16504142814172798,0.6735325219268837,0.1616415146560106,pooled_extension_20260921_phoenix
phoenix,phoenix:29545,registration_dx0_dy1,341269,2281,2259,239.5908742611638,0.0007020587110495351,210.59358341973908,0.0026012770036808,0.010666431800721852,1389.908791887058,0.0025062894550715513,7,338981,[],1000,1000,0,2281,20260921,0.18720164855208796,0.022570967616198416,0.09096188345748357,0.022744793086857534,0.15434750177567486,0.581540229167075,0.15793176126167396,pooled_extension_20260921_phoenix
phoenix,phoenix:29545,registration_fixed_support_dx0_dy1,321451,2264,2243,215.14670975205672,0.0006692986170584529,189.07665784746428,0.00269805463615573,0.01036497723011861,1398.115654118547,0.002577138094949567,7,319180,[],1000,1000,0,2264,20260921,0.18693834054225264,0.023823592344194396,0.09500131608606932,0.02307338348427896,0.16524206399656882,0.6367739492259155,0.16056954342525315,pooled_extension_20260921_phoenix
phoenix,phoenix:29606,registration_fixed_support_dx0_dy0,520767,3217,3207,378.499100437086,0.0007268108394677197,326.3236624677956,0.0015008018562141904,0.006248693001657925,2241.432561976054,0.0014126086248869175,7,517543,[],1000,1000,0,3217,20260921,0.07819447296519116,0.02304434136793925,0.09103816303441015,0.022945445614537766,0.1731381963370568,0.6828280557868389,0.17280956389692603,pooled_extension_20260921_phoenix
